OBJECTID_1,SABL_PWSID,WATER_SYST,WATER_SY_1,BOUNDARY_T,REGULATING,COUNTY,ADDR_LINE_,ADDR_LIN_1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,STATE_CLAS,POPULATION,SERVICE_CO,VERIFIED_S,LAST_EDITE,VERIFIED_N,VERIFIED_T,DT_VERIFIE,CREATED_US,CREATED_DA,LAST_EDI_1,OBJECTID,BOUNDARY_F,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,FEDERAL_CL,Shape__Are,Shape__Len,SHAPE,CIscore2018_min,CIscore2018_max,CIscore2018_mean,CIscoreP2018_min,CIscoreP2018_max,CIscoreP2018_mean
"403579",CA4901244,CA4901244,HUMANE SOCIETY OF SONOMA COUNTY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,5345 Highway 12,,SANTA ROSA,CA,"95407",NON-TRANSIENT NON-COMMUNITY,"25","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,NON-TRANSIENT NON-COMMUNITY,66106.689134000000195,1459.865049725910012,,,,,,,
"403580",CA5810005,CA5810005,NEVADA ID - SMARTSVILLE,Water Service Area,DISTRICT 09 - SACRAMENTO,YUBA,8461 SMARTSVILLE ROAD,TOWN OF SMARTSVILLE,GRASS VALLEY,CA,"95945",COMMUNITY,"122","43",Verified,2020/10/20,A. Close,Water System representative,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,201868.119211725017522,3982.134805466640046,,,,,,,
"403581",CA5610021,CA5610021,WARRING WATER SERVICE INC,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,3962 East Center Street,,PIRU,CA,"93040",COMMUNITY,"2100","562",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,9452350.150045670568943,16621.974834232099965,,,,,,,
"403582",CA4901266,CA4901266,SEGHESIO FARMS,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,24050 Geyserville Avenue,,GEYSERVILLE,CA,"95425",NON-TRANSIENT NON-COMMUNITY,"38","1",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,NON-TRANSIENT NON-COMMUNITY,101565.473922150005819,1322.484703376300104,,,,,,,
"403583",CA5403110,CA5403110,SIERRA MUTUAL WATER CO,Water Service Area,DISTRICT 24 - TULARE,TULARE,30840 SUNSHINE DRIVE,,PORTERVILLE,CA,"93257",COMMUNITY,"36","17",Verified,2021/02/03,O. Romero-Maraccini,District / LPA staff member,2021/02/02,SBUCKNAM,2020/10/20,epa\gisservice,,WBT Tool,A,2014/04/28,P,COMMUNITY,174463.202972765022423,1702.186478972520035,,57.840000,57.840000,57.840000,95.000000,95.000000,95.000000
"403584",CA2702490,CA2702490,CENTRAL BAY HIGH SCHOOL WS,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SALINAS,CA,"93907",NON-TRANSIENT NON-COMMUNITY,"70","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,L,NON-TRANSIENT NON-COMMUNITY,34930.353129094997712,786.091406074625866,,,,,,,
"403585",CA4900551,CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,5491 Pepperwood Drive,,SANTA ROSA,CA,"95401",COMMUNITY,"64","25",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,68634.699588244999177,1180.762639248820051,,,,,,,
"403586",CA3010047,CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,Water Service Area,DISTRICT 08 - SANTA ANA,ORANGE,"2281 E. Via Burton, Anaheim, CA, 92806",,ANAHEIM,CA,"92806",COMMUNITY,"7224","2520",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,10062976.068143500015140,18130.856741223702556,,,,,,,
"403587",CA4900639,CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,#2 Redwood Heights,,CAZADERO,CA,"95421",COMMUNITY,"30","18",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,160596.405097445007414,1907.348441149739983,,,,,,,
"403588",CA4901161,CA4901161,"VINO FARMS, INC. - WASSON RANCH",Water Service Area,DISTRICT 18 - SONOMA,SONOMA,4777 Wasson Lane,,HEALDSBURG,CA,"95448",NON-TRANSIENT NON-COMMUNITY,"35","1",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1992/12/08,P,NON-TRANSIENT NON-COMMUNITY,427025.968977875018027,2617.270027288830079,,,,,,,
"403589",CA4901201,CA4901201,VINWOOD CELLARS PRODUCTION AREA,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,18700 Geyserville Avenue,,GEYSERVILLE,CA,"95441",NON-TRANSIENT NON-COMMUNITY,"80","3",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1993/12/03,P,NON-TRANSIENT NON-COMMUNITY,147438.217927379999310,1547.632218560270076,,,,,,,
"403590",CA2010013,CA2010013,CAL AM - COARSEGOLD,Water Service Area,DISTRICT 11 - MERCED,MADERA,32207 Big Sandy Dr,,COARSGOLD,CA,"93614",COMMUNITY,"83","25",Verified,2020/10/20,J. Foster,Water System representative,2020/04/21,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,890050.055663699982688,3589.317595404080294,,,,,,,
"403592",CA4900693,CA4900693,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,3223 Primrose Avenue,,SANTA ROSA,CA,"95407",NON-TRANSIENT NON-COMMUNITY,"591","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,NON-TRANSIENT NON-COMMUNITY,95805.176130790001480,1357.523104091730147,,39.900000,39.900000,39.900000,76.000000,76.000000,76.000000
"403593",CA5610024,CA5610024,CASITAS MUNICIPAL WATER DIST,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,1055 Ventura Avenue,,OAKVIEW,CA,"93022",COMMUNITY,"10471","2930",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,521080867.847783982753754,151304.280465369985905,,41.450000,41.780000,41.615000,78.000000,78.000000,78.000000
"403594",CA4910026,CA4910026,ODD FELLOWS RECREATION CLUB,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,13522 Riverside Drive,,GUERNEVILLE,CA,"95446",COMMUNITY,"309","268",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,699828.043308114982210,5109.976161116889671,,,,,,,
"403595",CA1000439,CA1000439,SOMMERVILLE ALMOND TREE OWNERS ASSN,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,41191 S GLENN,,COALINGA,CA,"93210",TRANSIENT NON-COMMUNITY,"500","4",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1990/08/03,P,TRANSIENT NON-COMMUNITY,30184.332204700000148,733.607915931801131,,,,,,,
"403596",CA3200078,CA3200078,FRCCSD OLD MILL RANCH,Water Service Area,LPA62 - PLUMAS COUNTY,PLUMAS,17 RIVERVIEW DR,,TWAIN,CA,"95984",COMMUNITY,"32","23",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/30,L,COMMUNITY,377537.425299744994845,3231.094369030440248,,,,,,,
"403597",CA1000204,CA1000204,AMERICAN UNION SCHOOL,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,2801 W ADAMS,,FRESNO,CA,"93706",NON-TRANSIENT NON-COMMUNITY,"250","33",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,NON-TRANSIENT NON-COMMUNITY,114920.220407535016420,1422.743765977390012,,65.350000,65.350000,65.350000,98.000000,98.000000,98.000000
"403598",CA4500015,CA4500015,"SHASTA CSA - CASTELLA, #3",Water Service Area,DISTRICT 02 - LASSEN,SHASTA,"Castella Loop Road, West End",,CASTELLA,CA,"96017",COMMUNITY,"252","101",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/03/01,L,COMMUNITY,2913706.644363360013813,8114.599464674980482,,,,,,,
"403600",CA3700074,CA3700074,CUYAMACA WATER DISTRICT,Water Service Area,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,,,JULIAN,CA,"92036",COMMUNITY,"200","159",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/02,P,COMMUNITY,1511962.054065299918875,9244.815119503919050,,,,,,,
"403601",CA4300516,CA4300516,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,20906 Panorama Heights Drive,,LOS GATOS,CA,"95030",COMMUNITY,"338","116",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,748781.266220079851337,5313.984410602441130,,,,,,,
"403602",CA4300517,CA4300517,CHEMEKETA PARK MUTUAL WATER COMPANY,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,20915 OLD SANTA CRUZ HIGHWAY,,LOS GATOS,CA,"95030",COMMUNITY,"346","153",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,518717.335439290036447,3787.645710655709991,,,,,,,
"403603",CA4300522,CA4300522,LAKE CANYON MUTUAL WATER COMPANY,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,CHUCK WILSON,19605 Manzanita Drive,LOS GATOS,CA,"95030",COMMUNITY,"156","56",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,264723.860920774983242,3429.083710918780071,,,,,,,
"403604",CA4500210,CA4500210,LASSEN PINES MUTUAL WATER CO INC,Water Service Area,DISTRICT 02 - LASSEN,SHASTA,9371 Mountain Meadow Rd,,SHINGLETOWN,CA,"96088",COMMUNITY,"600","194",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/10/31,P,COMMUNITY,2901057.884184270165861,6993.074113548360401,,,,,,,
"403605",CA4300542,CA4300542,SAN MARTIN COUNTY WATER DISTRICT,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,P. O. BOX 120,SAN MARTIN AVENUE,SAN MARTIN,CA,"95046",COMMUNITY,"618","185",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,2655901.915051300078630,15805.218874244701510,,,,,,,
"403606",CA0310018,CA0310018,FIRST MACE MEADOWS UNIT NO. 2,Water Service Area,DISTRICT 10 - STOCKTON,AMADOR,16620 Madrone Ct S,,PIONEER,CA,"95666",COMMUNITY,"200","82",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,1441855.297857870114967,4751.147147458039399,,,,,,,
"403607",CA4800589,CA4800589,CRESTA MESA PARQUE,Water Service Area,DISTRICT 04 - SAN FRANCISCO,SOLANO,4 SPRING LANE,(PRIVATE DRIVEWAY TO WELL/TANK),FAIRFIELD,CA,"94534",COMMUNITY,"25","14",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,84291.996808955009328,1347.254007855880218,,,,,,,
"403608",CA5500128,CA5500128,GOLD RUSH MOBILE HOME PARK,Water Service Area,DISTRICT 11 - MERCED,TUOLUMNE,22216 PARROTTS FERRY RD,,SONORA,CA,"95370",COMMUNITY,"67","53",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,33141.838128884999605,773.199736801591030,,,,,,,
"403609",CA1910127,CA1910127,"COVINA-CITY, WATER DEPT.",Water Service Area,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,125 E. COLLEGE STREET,,COVINA,CA,"91723",COMMUNITY,"33300","8504",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,19567194.799977600574493,44408.424497588799568,,41.530000,41.530000,41.530000,78.000000,78.000000,78.000000
"403610",CA4900853,CA4900853,PACK JACK BAR-B-QUE/WITHERS WATER,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,3961 Gravenstein Highway South,,SEBASTOPOL,CA,"95472",TRANSIENT NON-COMMUNITY,"28","3",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,TRANSIENT NON-COMMUNITY,15572.690428095000243,707.855789025547097,,,,,,,
"403611",CA0400081,CA0400081,FEATHER RIDGE ESTATES WATER CO,Water Service Area,LPA34 - BUTTE COUNTY,BUTTE,Buckboard Way,,BERRY CREEK,CA,"95916",COMMUNITY,"37","32",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/28,P,COMMUNITY,371635.902323955029715,2887.738562593209735,,,,,,,
"403612",CA1000411,CA1000411,O'NEILL VINTNERS & DISTILLERS,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,8418 S LAC JAC AVE,,PARLIER,CA,"93648",NON-TRANSIENT NON-COMMUNITY,"90","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/10/03,P,NON-TRANSIENT NON-COMMUNITY,2237459.792962819803506,12674.322281978300452,,66.010000,66.010000,66.010000,98.000000,98.000000,98.000000
"403613",CA3400191,CA3400191,ELEVEN OAKS MOBILE HOME COMMUNITY,Water Service Area,LPA64 - SACRAMENTO COUNTY,SACRAMENTO,4939 POLK ST,,NORTH HIGHLANDS,CA,"95660",COMMUNITY,"262","136",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,79834.038244130002568,1287.876618649450165,,51.100000,51.100000,51.100000,90.000000,90.000000,90.000000
"403614",CA4010015,CA4010015,MORRO ROCK MUTUAL WATER CO,Water Service Area,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,425 South Ocean Avenue,,CAYUCOS,CA,"93430",COMMUNITY,"2148","651",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,657191.950152055127546,4763.194503015700320,,,,,,,
"403615",CA4901080,CA4901080,SPEEDWAY SONOMA LLC,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,29355 Arnold Drive,,SONOMA,CA,"95476",NON-TRANSIENT NON-COMMUNITY,"33","17",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1989/05/23,P,NON-TRANSIENT NON-COMMUNITY,4457949.917171450331807,9184.243846166740695,,,,,,,
"403616",CA4900512,CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,Gladdie Lane and Everest Road,,PETALUMA,CA,"94952",COMMUNITY,"260","79",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,768809.271143325022422,4284.443750949440073,,,,,,,
"403617",CA2910011,CA2910011,PLAVADA COMMUNITY ASSOCIATION,Water Service Area,DISTRICT 09 - SACRAMENTO,NEVADA,5000 PLAVADA DRIVE,,SODA SPRINGS,CA,"95728",COMMUNITY,"359","255",Verified,2020/10/20,B. Silsby,Water System representative,2019/07/31,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,1055958.073338229907677,6810.231097173630587,,,,,,,
"403618",CA1400002,CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,Water Service Area,LPA44 - INYO COUNTY,INYO,,STARLITE ESTATES,BISHOP,CA,"93514",COMMUNITY,"175","65",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,P,COMMUNITY,345721.488334354944527,3179.935418143230436,,,,,,,
"403619",CA2300743,CA2300743,DOLPHIN ISLE MARINA,Water Service Area,DISTRICT 03 - MENDOCINO,MENDOCINO,32399 BASIN STREET,,FORT BRAGG,CA,"95437",COMMUNITY,"560","86",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/01/05,P,COMMUNITY,370273.695493794977665,4036.737345072770040,,,,,,,
"403620",CA1010501,CA1010501,NPS-GRANT GROVE,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,83715 Park Road,,KINGS CANYON,CA,"93633",COMMUNITY,"2950","100",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,F,COMMUNITY,95548537.846198305487633,67553.152511990789208,,,,,,,
"403621",CA1400056,CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,Water Service Area,LPA44 - INYO COUNTY,INYO,"3530 BROOKSIDE DR, BISHOP, CA 93514",BROOKSIDE DRIVE,BISHOP,CA,"93514",COMMUNITY,"130","21",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,P,COMMUNITY,75885.862882144996547,1405.039305455490194,,,,,,,
"403622",CA2000573,CA2000573,THE VILLAGE,Water Service Area,LPA50 - MADERA COUNTY,MADERA,46777 OONAY NATION RD,,COARSEGOLD,CA,"93614",COMMUNITY,"40","21",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,P,COMMUNITY,26563.306618414997502,871.996267637473011,,,,,,,
"403623",CA0900309,CA0900309,MOUNTAIN CREEK SCHOOL,Water Service Area,LPA39 - EL DORADO COUNTY,EL DORADO,6862 MT AUKUM RD,,SOMERSET,CA,"95684",NON-TRANSIENT NON-COMMUNITY,"125","8",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/29,L,NON-TRANSIENT NON-COMMUNITY,91551.108528860000661,1395.668375514880154,,,,,,,
"403625",CA1910253,CA1910253,CENTRAL BASIN MWD,Water Service Area,DISTRICT 15 - METROPOLITAN,LOS ANGELES,4128 SAN GABRIEL RIVER PKWY,,PICO RIVERA,CA,"90601",COMMUNITY,"0","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,686359743.783887028694153,327537.823648157995194,,39.410000,80.730000,53.790572,75.000000,100.000000,90.444444
"403626",CA1910056,CA1910056,LAKE ELIZABETH MUTUAL WATER CO.,Water Service Area,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,14960 ELIZABETH LAKE ROAD,,ELIZABETH LAKE,CA,"93532",COMMUNITY,"1790","724",Pending,2020/10/20,T. Guy,Water System representative,2020/04/13,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1987/03/06,P,COMMUNITY,25113516.181175898760557,52650.438633467907493,,,,,,,
"403627",CA0900624,CA0900624,VILLA TAHOE CONDOMINIUMS,Water Service Area,LPA39 - EL DORADO COUNTY,EL DORADO,3604 TERRY LANE,,SOUTH LAKE TAHOE,CA,"96150",TRANSIENT NON-COMMUNITY,"44","4",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/29,P,TRANSIENT NON-COMMUNITY,6661.298814404999575,340.859731265328037,,,,,,,
"403628",CA1910099,CA1910099,PARADISE RANCH MHP,Water Service Area,DISTRICT 15 - METROPOLITAN,LOS ANGELES,36200 PARADISE RANCH ROAD,,CASTAIC,CA,"91384",COMMUNITY,"345","95",Verified,2020/10/20,R. Cole,Water System representative,2020/04/22,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,134613.352547749993391,1523.733258158850049,,,,,,,
"403630",CA4000213,CA4000213,TOYOTA SAN LUIS OBISPO,Water Service Area,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,12350 LOS OSOS VALLEY RD,,SAN LUIS OBISPO,CA,"93405",NON-TRANSIENT NON-COMMUNITY,"35","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,NON-TRANSIENT NON-COMMUNITY,18023.282529569998587,610.111714273393204,,,,,,,
"403631",CA5000055,CA5000055,OLIVE LANE MOBILEHOME PARK,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,4628 CLAUS ROAD UNIT 41,,MODESTO,CA,"95357",COMMUNITY,"153","51",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,COMMUNITY,55497.639620269997977,1026.782843769630063,,,,,,,
"403632",CA1400531,CA1400531,TUTTLE CREEK CAMPGROUND,Water Service Area,LPA44 - INYO COUNTY,INYO,,,LONE PINE,CA,"93545",TRANSIENT NON-COMMUNITY,"50","5",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,F,TRANSIENT NON-COMMUNITY,673712.479198164888658,3957.556058999460220,,,,,,,
"403633",CA1907028,CA1907028,SPV WATER COMPANY,Water Service Area,LPA49 - LA COUNTY,LOS ANGELES,33361 PEWTER RD,,AGUA DULCE,CA,"91390",COMMUNITY,"211","71",Pending,2020/10/20,M. Miller,Water System representative,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,834523.131140580051579,3793.501996422210141,,,,,,,
"403634",CA4901321,CA4901321,SUNCE WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,1839 Olivet Road,,SANTA ROSA,CA,"95401",TRANSIENT NON-COMMUNITY,"26","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,25247.916848234999634,806.365123022491957,,,,,,,
"403635",CA3610041,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,Water Service Area,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,15966 Arrow Route,,FONTANA,CA,"92334",COMMUNITY,"231300","46607",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,167080419.013636022806168,69839.943817250998109,,39.880000,68.990000,47.988636,76.000000,99.000000,85.090909
"403636",CA5400567,CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,Water Service Area,DISTRICT 24 - TULARE,TULARE,2313 E. MORGAN AVENUE,,EXETER,CA,"93221",COMMUNITY,"340","77",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/04/28,P,COMMUNITY,117672.830022705005831,1458.799096133579951,,,,,,,
"403637",CA1400030,CA1400030,GLENWOOD MOBILE ESTATES,Water Service Area,LPA44 - INYO COUNTY,INYO,,,BISHOP,CA,"93514",COMMUNITY,"300","167",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,P,COMMUNITY,130397.960520420005196,2265.004246184410476,,,,,,,
"403639",CA3301491,CA3301491,ALPINE VILLAGE,Water Service Area,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,PALM CANYON ROAD,,PINYON PINES,CA,"92561",COMMUNITY,"198","60",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/27,P,COMMUNITY,10710653.529607199132442,19880.262421222101693,,,,,,,
"403640",CA3900602,CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,Water Service Area,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,10780 N HWY 99,,STOCKTON,CA,"95212",COMMUNITY,"200","68",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,59492.844639965005626,1001.625512029640049,,41.420000,41.420000,41.420000,78.000000,78.000000,78.000000
"403641",CA2410012,CA2410012,HILMAR COUNTY WATER DISTRICT,Water Service Area,DISTRICT 11 - MERCED,MERCED,8319 LANDER AVENUE,,HILMAR,CA,"95324",COMMUNITY,"5197","1643",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,4886390.737153110094368,10303.968387557100868,,,,,,,
"403642",CA4901373,CA4901373,BACA TASTING ROOM,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,779 Westside Road,,HEALDSBURG,CA,"95448",TRANSIENT NON-COMMUNITY,"53","1",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2013/03/20,P,TRANSIENT NON-COMMUNITY,118436.069900269998470,1369.266587510030149,,,,,,,
"403643",CA4910027,CA4910027,SONOMA STATE UNIVERSITY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,1801 East Cotati Avenue,,ROHNERT PARK,CA,"94928",COMMUNITY,"10986","93",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,S,COMMUNITY,1743135.400170919718221,5810.570253251050417,,,,,,,
