,drought_characteristic,income_distribution,income_elasticity,fee_passthrough,reservoir_capacity,pay_back_period,discount_rate,mitigation_decision,build_decision
9893,long.csv,high_income,0.7,high_threshold,1400,20,3.0,build,desal
9899,long.csv,high_income,0.7,high_threshold,1400,20,4.5,build,desal
9905,long.csv,high_income,0.7,high_threshold,1400,30,1.5,build,desal
9906,long.csv,high_income,0.7,high_threshold,1400,30,3.0,baseline,none
9908,long.csv,high_income,0.7,high_threshold,1400,30,3.0,improved,none
9911,long.csv,high_income,0.7,high_threshold,1400,30,3.0,build,desal
9917,long.csv,high_income,0.7,high_threshold,1400,30,4.5,build,desal
9923,long.csv,high_income,0.7,high_threshold,1400,40,1.5,build,desal
9924,long.csv,high_income,0.7,high_threshold,1400,40,3.0,baseline,none
9926,long.csv,high_income,0.7,high_threshold,1400,40,3.0,improved,none
9929,long.csv,high_income,0.7,high_threshold,1400,40,3.0,build,desal
9935,long.csv,high_income,0.7,high_threshold,1400,40,4.5,build,desal
9941,long.csv,high_income,0.7,high_threshold,2800,20,1.5,build,desal
9942,long.csv,high_income,0.7,high_threshold,2800,20,3.0,baseline,none
9944,long.csv,high_income,0.7,high_threshold,2800,20,3.0,improved,none
9947,long.csv,high_income,0.7,high_threshold,2800,20,3.0,build,desal
9953,long.csv,high_income,0.7,high_threshold,2800,20,4.5,build,desal
9959,long.csv,high_income,0.7,high_threshold,2800,30,1.5,build,desal
9960,long.csv,high_income,0.7,high_threshold,2800,30,3.0,baseline,none
9962,long.csv,high_income,0.7,high_threshold,2800,30,3.0,improved,none
9965,long.csv,high_income,0.7,high_threshold,2800,30,3.0,build,desal
9971,long.csv,high_income,0.7,high_threshold,2800,30,4.5,build,desal
9977,long.csv,high_income,0.7,high_threshold,2800,40,1.5,build,desal
9978,long.csv,high_income,0.7,high_threshold,2800,40,3.0,baseline,none
9980,long.csv,high_income,0.7,high_threshold,2800,40,3.0,improved,none
9983,long.csv,high_income,0.7,high_threshold,2800,40,3.0,build,desal
9989,long.csv,high_income,0.7,high_threshold,2800,40,4.5,build,desal
9995,long.csv,high_income,0.7,high_threshold,5600,20,1.5,build,desal
9996,long.csv,high_income,0.7,high_threshold,5600,20,3.0,baseline,none
9998,long.csv,high_income,0.7,high_threshold,5600,20,3.0,improved,none
10001,long.csv,high_income,0.7,high_threshold,5600,20,3.0,build,desal
10007,long.csv,high_income,0.7,high_threshold,5600,20,4.5,build,desal
10013,long.csv,high_income,0.7,high_threshold,5600,30,1.5,build,desal
10014,long.csv,high_income,0.7,high_threshold,5600,30,3.0,baseline,none
10016,long.csv,high_income,0.7,high_threshold,5600,30,3.0,improved,none
10019,long.csv,high_income,0.7,high_threshold,5600,30,3.0,build,desal
10025,long.csv,high_income,0.7,high_threshold,5600,30,4.5,build,desal
10031,long.csv,high_income,0.7,high_threshold,5600,40,1.5,build,desal
10032,long.csv,high_income,0.7,high_threshold,5600,40,3.0,baseline,none
10034,long.csv,high_income,0.7,high_threshold,5600,40,3.0,improved,none
10037,long.csv,high_income,0.7,high_threshold,5600,40,3.0,build,desal
10043,long.csv,high_income,0.7,high_threshold,5600,40,4.5,build,desal
10049,long.csv,high_income,0.7,income_threshold,1400,20,1.5,build,desal
10050,long.csv,high_income,0.7,income_threshold,1400,20,3.0,baseline,none
10052,long.csv,high_income,0.7,income_threshold,1400,20,3.0,improved,none
10055,long.csv,high_income,0.7,income_threshold,1400,20,3.0,build,desal
10061,long.csv,high_income,0.7,income_threshold,1400,20,4.5,build,desal
10067,long.csv,high_income,0.7,income_threshold,1400,30,1.5,build,desal
10068,long.csv,high_income,0.7,income_threshold,1400,30,3.0,baseline,none
10070,long.csv,high_income,0.7,income_threshold,1400,30,3.0,improved,none
10073,long.csv,high_income,0.7,income_threshold,1400,30,3.0,build,desal
10079,long.csv,high_income,0.7,income_threshold,1400,30,4.5,build,desal
10085,long.csv,high_income,0.7,income_threshold,1400,40,1.5,build,desal
10086,long.csv,high_income,0.7,income_threshold,1400,40,3.0,baseline,none
10088,long.csv,high_income,0.7,income_threshold,1400,40,3.0,improved,none
10091,long.csv,high_income,0.7,income_threshold,1400,40,3.0,build,desal
10097,long.csv,high_income,0.7,income_threshold,1400,40,4.5,build,desal
10103,long.csv,high_income,0.7,income_threshold,2800,20,1.5,build,desal
10104,long.csv,high_income,0.7,income_threshold,2800,20,3.0,baseline,none
10106,long.csv,high_income,0.7,income_threshold,2800,20,3.0,improved,none
10109,long.csv,high_income,0.7,income_threshold,2800,20,3.0,build,desal
10115,long.csv,high_income,0.7,income_threshold,2800,20,4.5,build,desal
10121,long.csv,high_income,0.7,income_threshold,2800,30,1.5,build,desal
10122,long.csv,high_income,0.7,income_threshold,2800,30,3.0,baseline,none
10124,long.csv,high_income,0.7,income_threshold,2800,30,3.0,improved,none
10127,long.csv,high_income,0.7,income_threshold,2800,30,3.0,build,desal
10133,long.csv,high_income,0.7,income_threshold,2800,30,4.5,build,desal
10139,long.csv,high_income,0.7,income_threshold,2800,40,1.5,build,desal
10140,long.csv,high_income,0.7,income_threshold,2800,40,3.0,baseline,none
10142,long.csv,high_income,0.7,income_threshold,2800,40,3.0,improved,none
10145,long.csv,high_income,0.7,income_threshold,2800,40,3.0,build,desal
10151,long.csv,high_income,0.7,income_threshold,2800,40,4.5,build,desal
10157,long.csv,high_income,0.7,income_threshold,5600,20,1.5,build,desal
10158,long.csv,high_income,0.7,income_threshold,5600,20,3.0,baseline,none
10160,long.csv,high_income,0.7,income_threshold,5600,20,3.0,improved,none
10163,long.csv,high_income,0.7,income_threshold,5600,20,3.0,build,desal
10169,long.csv,high_income,0.7,income_threshold,5600,20,4.5,build,desal
10175,long.csv,high_income,0.7,income_threshold,5600,30,1.5,build,desal
10176,long.csv,high_income,0.7,income_threshold,5600,30,3.0,baseline,none
10178,long.csv,high_income,0.7,income_threshold,5600,30,3.0,improved,none
10181,long.csv,high_income,0.7,income_threshold,5600,30,3.0,build,desal
10187,long.csv,high_income,0.7,income_threshold,5600,30,4.5,build,desal
10193,long.csv,high_income,0.7,income_threshold,5600,40,1.5,build,desal
10194,long.csv,high_income,0.7,income_threshold,5600,40,3.0,baseline,none
10196,long.csv,high_income,0.7,income_threshold,5600,40,3.0,improved,none
10199,long.csv,high_income,0.7,income_threshold,5600,40,3.0,build,desal
10205,long.csv,high_income,0.7,income_threshold,5600,40,4.5,build,desal
10211,long.csv,inequality,0.1,zero_threshold,1400,20,1.5,build,desal
10212,long.csv,inequality,0.1,zero_threshold,1400,20,3.0,baseline,none
10214,long.csv,inequality,0.1,zero_threshold,1400,20,3.0,improved,none
10217,long.csv,inequality,0.1,zero_threshold,1400,20,3.0,build,desal
10223,long.csv,inequality,0.1,zero_threshold,1400,20,4.5,build,desal
10229,long.csv,inequality,0.1,zero_threshold,1400,30,1.5,build,desal
10230,long.csv,inequality,0.1,zero_threshold,1400,30,3.0,baseline,none
10232,long.csv,inequality,0.1,zero_threshold,1400,30,3.0,improved,none
10235,long.csv,inequality,0.1,zero_threshold,1400,30,3.0,build,desal
10241,long.csv,inequality,0.1,zero_threshold,1400,30,4.5,build,desal
10247,long.csv,inequality,0.1,zero_threshold,1400,40,1.5,build,desal
10248,long.csv,inequality,0.1,zero_threshold,1400,40,3.0,baseline,none
10250,long.csv,inequality,0.1,zero_threshold,1400,40,3.0,improved,none
10253,long.csv,inequality,0.1,zero_threshold,1400,40,3.0,build,desal
10259,long.csv,inequality,0.1,zero_threshold,1400,40,4.5,build,desal
10265,long.csv,inequality,0.1,zero_threshold,2800,20,1.5,build,desal
10266,long.csv,inequality,0.1,zero_threshold,2800,20,3.0,baseline,none
10268,long.csv,inequality,0.1,zero_threshold,2800,20,3.0,improved,none
10271,long.csv,inequality,0.1,zero_threshold,2800,20,3.0,build,desal
10277,long.csv,inequality,0.1,zero_threshold,2800,20,4.5,build,desal
10283,long.csv,inequality,0.1,zero_threshold,2800,30,1.5,build,desal
10284,long.csv,inequality,0.1,zero_threshold,2800,30,3.0,baseline,none
10286,long.csv,inequality,0.1,zero_threshold,2800,30,3.0,improved,none
10289,long.csv,inequality,0.1,zero_threshold,2800,30,3.0,build,desal
10295,long.csv,inequality,0.1,zero_threshold,2800,30,4.5,build,desal
10301,long.csv,inequality,0.1,zero_threshold,2800,40,1.5,build,desal
10302,long.csv,inequality,0.1,zero_threshold,2800,40,3.0,baseline,none
10304,long.csv,inequality,0.1,zero_threshold,2800,40,3.0,improved,none
10307,long.csv,inequality,0.1,zero_threshold,2800,40,3.0,build,desal
10313,long.csv,inequality,0.1,zero_threshold,2800,40,4.5,build,desal
10319,long.csv,inequality,0.1,zero_threshold,5600,20,1.5,build,desal
10320,long.csv,inequality,0.1,zero_threshold,5600,20,3.0,baseline,none
10322,long.csv,inequality,0.1,zero_threshold,5600,20,3.0,improved,none
10325,long.csv,inequality,0.1,zero_threshold,5600,20,3.0,build,desal
10331,long.csv,inequality,0.1,zero_threshold,5600,20,4.5,build,desal
10337,long.csv,inequality,0.1,zero_threshold,5600,30,1.5,build,desal
10338,long.csv,inequality,0.1,zero_threshold,5600,30,3.0,baseline,none
10340,long.csv,inequality,0.1,zero_threshold,5600,30,3.0,improved,none
10343,long.csv,inequality,0.1,zero_threshold,5600,30,3.0,build,desal
10349,long.csv,inequality,0.1,zero_threshold,5600,30,4.5,build,desal
10355,long.csv,inequality,0.1,zero_threshold,5600,40,1.5,build,desal
10356,long.csv,inequality,0.1,zero_threshold,5600,40,3.0,baseline,none
10358,long.csv,inequality,0.1,zero_threshold,5600,40,3.0,improved,none
10361,long.csv,inequality,0.1,zero_threshold,5600,40,3.0,build,desal
10367,long.csv,inequality,0.1,zero_threshold,5600,40,4.5,build,desal
10373,long.csv,inequality,0.1,high_threshold,1400,20,1.5,build,desal
10374,long.csv,inequality,0.1,high_threshold,1400,20,3.0,baseline,none
10376,long.csv,inequality,0.1,high_threshold,1400,20,3.0,improved,none
10379,long.csv,inequality,0.1,high_threshold,1400,20,3.0,build,desal
10385,long.csv,inequality,0.1,high_threshold,1400,20,4.5,build,desal
10391,long.csv,inequality,0.1,high_threshold,1400,30,1.5,build,desal
10392,long.csv,inequality,0.1,high_threshold,1400,30,3.0,baseline,none
10394,long.csv,inequality,0.1,high_threshold,1400,30,3.0,improved,none
10397,long.csv,inequality,0.1,high_threshold,1400,30,3.0,build,desal
10403,long.csv,inequality,0.1,high_threshold,1400,30,4.5,build,desal
10409,long.csv,inequality,0.1,high_threshold,1400,40,1.5,build,desal
10410,long.csv,inequality,0.1,high_threshold,1400,40,3.0,baseline,none
10412,long.csv,inequality,0.1,high_threshold,1400,40,3.0,improved,none
10415,long.csv,inequality,0.1,high_threshold,1400,40,3.0,build,desal
10421,long.csv,inequality,0.1,high_threshold,1400,40,4.5,build,desal
10427,long.csv,inequality,0.1,high_threshold,2800,20,1.5,build,desal
10428,long.csv,inequality,0.1,high_threshold,2800,20,3.0,baseline,none
10430,long.csv,inequality,0.1,high_threshold,2800,20,3.0,improved,none
10433,long.csv,inequality,0.1,high_threshold,2800,20,3.0,build,desal
10439,long.csv,inequality,0.1,high_threshold,2800,20,4.5,build,desal
10445,long.csv,inequality,0.1,high_threshold,2800,30,1.5,build,desal
10446,long.csv,inequality,0.1,high_threshold,2800,30,3.0,baseline,none
10448,long.csv,inequality,0.1,high_threshold,2800,30,3.0,improved,none
10451,long.csv,inequality,0.1,high_threshold,2800,30,3.0,build,desal
10457,long.csv,inequality,0.1,high_threshold,2800,30,4.5,build,desal
10463,long.csv,inequality,0.1,high_threshold,2800,40,1.5,build,desal
10464,long.csv,inequality,0.1,high_threshold,2800,40,3.0,baseline,none
10466,long.csv,inequality,0.1,high_threshold,2800,40,3.0,improved,none
10469,long.csv,inequality,0.1,high_threshold,2800,40,3.0,build,desal
10475,long.csv,inequality,0.1,high_threshold,2800,40,4.5,build,desal
10481,long.csv,inequality,0.1,high_threshold,5600,20,1.5,build,desal
10482,long.csv,inequality,0.1,high_threshold,5600,20,3.0,baseline,none
10484,long.csv,inequality,0.1,high_threshold,5600,20,3.0,improved,none
10487,long.csv,inequality,0.1,high_threshold,5600,20,3.0,build,desal
10493,long.csv,inequality,0.1,high_threshold,5600,20,4.5,build,desal
10499,long.csv,inequality,0.1,high_threshold,5600,30,1.5,build,desal
10500,long.csv,inequality,0.1,high_threshold,5600,30,3.0,baseline,none
10502,long.csv,inequality,0.1,high_threshold,5600,30,3.0,improved,none
10505,long.csv,inequality,0.1,high_threshold,5600,30,3.0,build,desal
10511,long.csv,inequality,0.1,high_threshold,5600,30,4.5,build,desal
10517,long.csv,inequality,0.1,high_threshold,5600,40,1.5,build,desal
10518,long.csv,inequality,0.1,high_threshold,5600,40,3.0,baseline,none
10520,long.csv,inequality,0.1,high_threshold,5600,40,3.0,improved,none
10523,long.csv,inequality,0.1,high_threshold,5600,40,3.0,build,desal
10529,long.csv,inequality,0.1,high_threshold,5600,40,4.5,build,desal
10535,long.csv,inequality,0.1,income_threshold,1400,20,1.5,build,desal
10536,long.csv,inequality,0.1,income_threshold,1400,20,3.0,baseline,none
10538,long.csv,inequality,0.1,income_threshold,1400,20,3.0,improved,none
10541,long.csv,inequality,0.1,income_threshold,1400,20,3.0,build,desal
10547,long.csv,inequality,0.1,income_threshold,1400,20,4.5,build,desal
10553,long.csv,inequality,0.1,income_threshold,1400,30,1.5,build,desal
10554,long.csv,inequality,0.1,income_threshold,1400,30,3.0,baseline,none
10556,long.csv,inequality,0.1,income_threshold,1400,30,3.0,improved,none
10559,long.csv,inequality,0.1,income_threshold,1400,30,3.0,build,desal
10565,long.csv,inequality,0.1,income_threshold,1400,30,4.5,build,desal
10571,long.csv,inequality,0.1,income_threshold,1400,40,1.5,build,desal
10572,long.csv,inequality,0.1,income_threshold,1400,40,3.0,baseline,none
10574,long.csv,inequality,0.1,income_threshold,1400,40,3.0,improved,none
10577,long.csv,inequality,0.1,income_threshold,1400,40,3.0,build,desal
10583,long.csv,inequality,0.1,income_threshold,1400,40,4.5,build,desal
10589,long.csv,inequality,0.1,income_threshold,2800,20,1.5,build,desal
10590,long.csv,inequality,0.1,income_threshold,2800,20,3.0,baseline,none
10592,long.csv,inequality,0.1,income_threshold,2800,20,3.0,improved,none
10595,long.csv,inequality,0.1,income_threshold,2800,20,3.0,build,desal
10601,long.csv,inequality,0.1,income_threshold,2800,20,4.5,build,desal
10607,long.csv,inequality,0.1,income_threshold,2800,30,1.5,build,desal
10608,long.csv,inequality,0.1,income_threshold,2800,30,3.0,baseline,none
10610,long.csv,inequality,0.1,income_threshold,2800,30,3.0,improved,none
10613,long.csv,inequality,0.1,income_threshold,2800,30,3.0,build,desal
10619,long.csv,inequality,0.1,income_threshold,2800,30,4.5,build,desal
10625,long.csv,inequality,0.1,income_threshold,2800,40,1.5,build,desal
10626,long.csv,inequality,0.1,income_threshold,2800,40,3.0,baseline,none
10628,long.csv,inequality,0.1,income_threshold,2800,40,3.0,improved,none
10631,long.csv,inequality,0.1,income_threshold,2800,40,3.0,build,desal
10637,long.csv,inequality,0.1,income_threshold,2800,40,4.5,build,desal
10643,long.csv,inequality,0.1,income_threshold,5600,20,1.5,build,desal
10644,long.csv,inequality,0.1,income_threshold,5600,20,3.0,baseline,none
10646,long.csv,inequality,0.1,income_threshold,5600,20,3.0,improved,none
10649,long.csv,inequality,0.1,income_threshold,5600,20,3.0,build,desal
10655,long.csv,inequality,0.1,income_threshold,5600,20,4.5,build,desal
10661,long.csv,inequality,0.1,income_threshold,5600,30,1.5,build,desal
10662,long.csv,inequality,0.1,income_threshold,5600,30,3.0,baseline,none
10664,long.csv,inequality,0.1,income_threshold,5600,30,3.0,improved,none
10667,long.csv,inequality,0.1,income_threshold,5600,30,3.0,build,desal
10673,long.csv,inequality,0.1,income_threshold,5600,30,4.5,build,desal
10679,long.csv,inequality,0.1,income_threshold,5600,40,1.5,build,desal
10680,long.csv,inequality,0.1,income_threshold,5600,40,3.0,baseline,none
10682,long.csv,inequality,0.1,income_threshold,5600,40,3.0,improved,none
10685,long.csv,inequality,0.1,income_threshold,5600,40,3.0,build,desal
10691,long.csv,inequality,0.1,income_threshold,5600,40,4.5,build,desal
10697,long.csv,inequality,0.41,zero_threshold,1400,20,1.5,build,desal
10698,long.csv,inequality,0.41,zero_threshold,1400,20,3.0,baseline,none
10700,long.csv,inequality,0.41,zero_threshold,1400,20,3.0,improved,none
10703,long.csv,inequality,0.41,zero_threshold,1400,20,3.0,build,desal
10709,long.csv,inequality,0.41,zero_threshold,1400,20,4.5,build,desal
10715,long.csv,inequality,0.41,zero_threshold,1400,30,1.5,build,desal
10716,long.csv,inequality,0.41,zero_threshold,1400,30,3.0,baseline,none
10718,long.csv,inequality,0.41,zero_threshold,1400,30,3.0,improved,none
10721,long.csv,inequality,0.41,zero_threshold,1400,30,3.0,build,desal
10727,long.csv,inequality,0.41,zero_threshold,1400,30,4.5,build,desal
10733,long.csv,inequality,0.41,zero_threshold,1400,40,1.5,build,desal
10734,long.csv,inequality,0.41,zero_threshold,1400,40,3.0,baseline,none
10736,long.csv,inequality,0.41,zero_threshold,1400,40,3.0,improved,none
10739,long.csv,inequality,0.41,zero_threshold,1400,40,3.0,build,desal
10745,long.csv,inequality,0.41,zero_threshold,1400,40,4.5,build,desal
10751,long.csv,inequality,0.41,zero_threshold,2800,20,1.5,build,desal
10752,long.csv,inequality,0.41,zero_threshold,2800,20,3.0,baseline,none
10754,long.csv,inequality,0.41,zero_threshold,2800,20,3.0,improved,none
10757,long.csv,inequality,0.41,zero_threshold,2800,20,3.0,build,desal
10763,long.csv,inequality,0.41,zero_threshold,2800,20,4.5,build,desal
10769,long.csv,inequality,0.41,zero_threshold,2800,30,1.5,build,desal
10770,long.csv,inequality,0.41,zero_threshold,2800,30,3.0,baseline,none
10772,long.csv,inequality,0.41,zero_threshold,2800,30,3.0,improved,none
10775,long.csv,inequality,0.41,zero_threshold,2800,30,3.0,build,desal
10781,long.csv,inequality,0.41,zero_threshold,2800,30,4.5,build,desal
10787,long.csv,inequality,0.41,zero_threshold,2800,40,1.5,build,desal
10788,long.csv,inequality,0.41,zero_threshold,2800,40,3.0,baseline,none
10790,long.csv,inequality,0.41,zero_threshold,2800,40,3.0,improved,none
10793,long.csv,inequality,0.41,zero_threshold,2800,40,3.0,build,desal
10799,long.csv,inequality,0.41,zero_threshold,2800,40,4.5,build,desal
10805,long.csv,inequality,0.41,zero_threshold,5600,20,1.5,build,desal
10806,long.csv,inequality,0.41,zero_threshold,5600,20,3.0,baseline,none
10808,long.csv,inequality,0.41,zero_threshold,5600,20,3.0,improved,none
10811,long.csv,inequality,0.41,zero_threshold,5600,20,3.0,build,desal
10817,long.csv,inequality,0.41,zero_threshold,5600,20,4.5,build,desal
10823,long.csv,inequality,0.41,zero_threshold,5600,30,1.5,build,desal
10824,long.csv,inequality,0.41,zero_threshold,5600,30,3.0,baseline,none
10826,long.csv,inequality,0.41,zero_threshold,5600,30,3.0,improved,none
10829,long.csv,inequality,0.41,zero_threshold,5600,30,3.0,build,desal
10835,long.csv,inequality,0.41,zero_threshold,5600,30,4.5,build,desal
10841,long.csv,inequality,0.41,zero_threshold,5600,40,1.5,build,desal
10842,long.csv,inequality,0.41,zero_threshold,5600,40,3.0,baseline,none
10844,long.csv,inequality,0.41,zero_threshold,5600,40,3.0,improved,none
10847,long.csv,inequality,0.41,zero_threshold,5600,40,3.0,build,desal
10853,long.csv,inequality,0.41,zero_threshold,5600,40,4.5,build,desal
10859,long.csv,inequality,0.41,high_threshold,1400,20,1.5,build,desal
10860,long.csv,inequality,0.41,high_threshold,1400,20,3.0,baseline,none
10862,long.csv,inequality,0.41,high_threshold,1400,20,3.0,improved,none
10865,long.csv,inequality,0.41,high_threshold,1400,20,3.0,build,desal
10871,long.csv,inequality,0.41,high_threshold,1400,20,4.5,build,desal
10877,long.csv,inequality,0.41,high_threshold,1400,30,1.5,build,desal
10878,long.csv,inequality,0.41,high_threshold,1400,30,3.0,baseline,none
10880,long.csv,inequality,0.41,high_threshold,1400,30,3.0,improved,none
10883,long.csv,inequality,0.41,high_threshold,1400,30,3.0,build,desal
10889,long.csv,inequality,0.41,high_threshold,1400,30,4.5,build,desal
10895,long.csv,inequality,0.41,high_threshold,1400,40,1.5,build,desal
10896,long.csv,inequality,0.41,high_threshold,1400,40,3.0,baseline,none
10898,long.csv,inequality,0.41,high_threshold,1400,40,3.0,improved,none
10901,long.csv,inequality,0.41,high_threshold,1400,40,3.0,build,desal
10907,long.csv,inequality,0.41,high_threshold,1400,40,4.5,build,desal
10913,long.csv,inequality,0.41,high_threshold,2800,20,1.5,build,desal
10914,long.csv,inequality,0.41,high_threshold,2800,20,3.0,baseline,none
10916,long.csv,inequality,0.41,high_threshold,2800,20,3.0,improved,none
10919,long.csv,inequality,0.41,high_threshold,2800,20,3.0,build,desal
10925,long.csv,inequality,0.41,high_threshold,2800,20,4.5,build,desal
10931,long.csv,inequality,0.41,high_threshold,2800,30,1.5,build,desal
10932,long.csv,inequality,0.41,high_threshold,2800,30,3.0,baseline,none
10934,long.csv,inequality,0.41,high_threshold,2800,30,3.0,improved,none
10937,long.csv,inequality,0.41,high_threshold,2800,30,3.0,build,desal
10943,long.csv,inequality,0.41,high_threshold,2800,30,4.5,build,desal
10949,long.csv,inequality,0.41,high_threshold,2800,40,1.5,build,desal
10950,long.csv,inequality,0.41,high_threshold,2800,40,3.0,baseline,none
10952,long.csv,inequality,0.41,high_threshold,2800,40,3.0,improved,none
10955,long.csv,inequality,0.41,high_threshold,2800,40,3.0,build,desal
10961,long.csv,inequality,0.41,high_threshold,2800,40,4.5,build,desal
10967,long.csv,inequality,0.41,high_threshold,5600,20,1.5,build,desal
10968,long.csv,inequality,0.41,high_threshold,5600,20,3.0,baseline,none
10970,long.csv,inequality,0.41,high_threshold,5600,20,3.0,improved,none
10973,long.csv,inequality,0.41,high_threshold,5600,20,3.0,build,desal
10979,long.csv,inequality,0.41,high_threshold,5600,20,4.5,build,desal
10985,long.csv,inequality,0.41,high_threshold,5600,30,1.5,build,desal
10986,long.csv,inequality,0.41,high_threshold,5600,30,3.0,baseline,none
10988,long.csv,inequality,0.41,high_threshold,5600,30,3.0,improved,none
10991,long.csv,inequality,0.41,high_threshold,5600,30,3.0,build,desal
10997,long.csv,inequality,0.41,high_threshold,5600,30,4.5,build,desal
11003,long.csv,inequality,0.41,high_threshold,5600,40,1.5,build,desal
11004,long.csv,inequality,0.41,high_threshold,5600,40,3.0,baseline,none
11006,long.csv,inequality,0.41,high_threshold,5600,40,3.0,improved,none
11009,long.csv,inequality,0.41,high_threshold,5600,40,3.0,build,desal
11015,long.csv,inequality,0.41,high_threshold,5600,40,4.5,build,desal
11021,long.csv,inequality,0.41,income_threshold,1400,20,1.5,build,desal
11022,long.csv,inequality,0.41,income_threshold,1400,20,3.0,baseline,none
11024,long.csv,inequality,0.41,income_threshold,1400,20,3.0,improved,none
11027,long.csv,inequality,0.41,income_threshold,1400,20,3.0,build,desal
11033,long.csv,inequality,0.41,income_threshold,1400,20,4.5,build,desal
11039,long.csv,inequality,0.41,income_threshold,1400,30,1.5,build,desal
11040,long.csv,inequality,0.41,income_threshold,1400,30,3.0,baseline,none
11042,long.csv,inequality,0.41,income_threshold,1400,30,3.0,improved,none
11045,long.csv,inequality,0.41,income_threshold,1400,30,3.0,build,desal
11051,long.csv,inequality,0.41,income_threshold,1400,30,4.5,build,desal
11057,long.csv,inequality,0.41,income_threshold,1400,40,1.5,build,desal
11058,long.csv,inequality,0.41,income_threshold,1400,40,3.0,baseline,none
11060,long.csv,inequality,0.41,income_threshold,1400,40,3.0,improved,none
11063,long.csv,inequality,0.41,income_threshold,1400,40,3.0,build,desal
11069,long.csv,inequality,0.41,income_threshold,1400,40,4.5,build,desal
11075,long.csv,inequality,0.41,income_threshold,2800,20,1.5,build,desal
11076,long.csv,inequality,0.41,income_threshold,2800,20,3.0,baseline,none
11078,long.csv,inequality,0.41,income_threshold,2800,20,3.0,improved,none
11081,long.csv,inequality,0.41,income_threshold,2800,20,3.0,build,desal
11087,long.csv,inequality,0.41,income_threshold,2800,20,4.5,build,desal
11093,long.csv,inequality,0.41,income_threshold,2800,30,1.5,build,desal
11094,long.csv,inequality,0.41,income_threshold,2800,30,3.0,baseline,none
11096,long.csv,inequality,0.41,income_threshold,2800,30,3.0,improved,none
11099,long.csv,inequality,0.41,income_threshold,2800,30,3.0,build,desal
11105,long.csv,inequality,0.41,income_threshold,2800,30,4.5,build,desal
11111,long.csv,inequality,0.41,income_threshold,2800,40,1.5,build,desal
11112,long.csv,inequality,0.41,income_threshold,2800,40,3.0,baseline,none
11114,long.csv,inequality,0.41,income_threshold,2800,40,3.0,improved,none
11117,long.csv,inequality,0.41,income_threshold,2800,40,3.0,build,desal
11123,long.csv,inequality,0.41,income_threshold,2800,40,4.5,build,desal
11129,long.csv,inequality,0.41,income_threshold,5600,20,1.5,build,desal
11130,long.csv,inequality,0.41,income_threshold,5600,20,3.0,baseline,none
11132,long.csv,inequality,0.41,income_threshold,5600,20,3.0,improved,none
11135,long.csv,inequality,0.41,income_threshold,5600,20,3.0,build,desal
11141,long.csv,inequality,0.41,income_threshold,5600,20,4.5,build,desal
11147,long.csv,inequality,0.41,income_threshold,5600,30,1.5,build,desal
11148,long.csv,inequality,0.41,income_threshold,5600,30,3.0,baseline,none
11150,long.csv,inequality,0.41,income_threshold,5600,30,3.0,improved,none
11153,long.csv,inequality,0.41,income_threshold,5600,30,3.0,build,desal
11159,long.csv,inequality,0.41,income_threshold,5600,30,4.5,build,desal
11165,long.csv,inequality,0.41,income_threshold,5600,40,1.5,build,desal
11166,long.csv,inequality,0.41,income_threshold,5600,40,3.0,baseline,none
11168,long.csv,inequality,0.41,income_threshold,5600,40,3.0,improved,none
11171,long.csv,inequality,0.41,income_threshold,5600,40,3.0,build,desal
11177,long.csv,inequality,0.41,income_threshold,5600,40,4.5,build,desal
11183,long.csv,inequality,0.7,zero_threshold,1400,20,1.5,build,desal
11184,long.csv,inequality,0.7,zero_threshold,1400,20,3.0,baseline,none
11186,long.csv,inequality,0.7,zero_threshold,1400,20,3.0,improved,none
11189,long.csv,inequality,0.7,zero_threshold,1400,20,3.0,build,desal
11195,long.csv,inequality,0.7,zero_threshold,1400,20,4.5,build,desal
11201,long.csv,inequality,0.7,zero_threshold,1400,30,1.5,build,desal
11202,long.csv,inequality,0.7,zero_threshold,1400,30,3.0,baseline,none
11204,long.csv,inequality,0.7,zero_threshold,1400,30,3.0,improved,none
11207,long.csv,inequality,0.7,zero_threshold,1400,30,3.0,build,desal
11213,long.csv,inequality,0.7,zero_threshold,1400,30,4.5,build,desal
11219,long.csv,inequality,0.7,zero_threshold,1400,40,1.5,build,desal
11220,long.csv,inequality,0.7,zero_threshold,1400,40,3.0,baseline,none
11222,long.csv,inequality,0.7,zero_threshold,1400,40,3.0,improved,none
11225,long.csv,inequality,0.7,zero_threshold,1400,40,3.0,build,desal
11231,long.csv,inequality,0.7,zero_threshold,1400,40,4.5,build,desal
11237,long.csv,inequality,0.7,zero_threshold,2800,20,1.5,build,desal
11238,long.csv,inequality,0.7,zero_threshold,2800,20,3.0,baseline,none
11240,long.csv,inequality,0.7,zero_threshold,2800,20,3.0,improved,none
11243,long.csv,inequality,0.7,zero_threshold,2800,20,3.0,build,desal
11249,long.csv,inequality,0.7,zero_threshold,2800,20,4.5,build,desal
11255,long.csv,inequality,0.7,zero_threshold,2800,30,1.5,build,desal
11256,long.csv,inequality,0.7,zero_threshold,2800,30,3.0,baseline,none
11258,long.csv,inequality,0.7,zero_threshold,2800,30,3.0,improved,none
11261,long.csv,inequality,0.7,zero_threshold,2800,30,3.0,build,desal
